OBJECTID,COUNTY_NAME,MUNI_NAME,SWIS,PARCEL_ADDR,PRINT_KEY,SBL,CITYTOWN_NAME,CITYTOWN_SWIS,LOC_ST_NBR,LOC_STREET,LOC_UNIT,LOC_ZIP,PROP_CLASS,ROLL_SECTION,LAND_AV,TOTAL_AV,FULL_MARKET_VAL,YR_BLT,FRONT,DEPTH,SQ_FT,ACRES,SCHOOL_CODE,SCHOOL_NAME,SEWER_TYPE,SEWER_DESC,WATER_SUPPLY,WATER_DESC,UTILITIES,UTILITIES_DESC,BLDG_STYLE,BLDG_STYLE_DESC,HEAT_TYPE,HEAT_TYPE_DESC,FUEL_TYPE,FUEL_TYPE_DESC,SQFT_LIVING,GFA,NBR_KITCHENS,NBR_FULL_BATHS,NBR_BEDROOMS,USED_AS_CODE,USED_AS_DESC,AG_DIST_CODE,AG_DIST_NAME,PRIMARY_OWNER,MAIL_ADDR,PO_BOX,MAIL_CITY,MAIL_STATE,MAIL_ZIP,ADD_OWNER,ADD_MAIL_ADDR,ADD_MAIL_PO_BOX,ADD_MAIL_CITY,ADD_MAIL_STATE,ADD_MAIL_ZIP,BOOK,PAGE,GRID_EAST,GRID_NORTH,MUNI_PARCEL_ID,SWIS_SBL_ID,SWIS_PRINT_KEY_ID,ROLL_YR,SPATIAL_YR,OWNER_TYPE,NYS_NAME,NYS_NAME_SOURCE,DUP_GEO,CALC_ACRES,Shape_Length,Shape_Area
2654,Bronx,Bronx,600100,49 WEST 167 STREET,,2025100001,Bronx,600100,49,WEST 167 STREET,,,04,,8100,445500,,1931,100,50,5000,,09,,,,,,,,S9,Primarily One to Six Families with Stores or Offices,,,,,,9020,,,,,,,,53 WEST 167 STREET LLC,,,,,,,,,,,,,,1005054,243985,,2025100001,,2020,2020,8,,,,0.122040086705593,93.7036274025513,493.87870867478
2655,Bronx,Bronx,600100,1176 NELSON AVENUE,,2025150003,Bronx,600100,1176,NELSON AVENUE,,,03,,118800,1654650,,2017,58,115,6210,,09,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,20923,,,,,,,,"1176 NELSON AVENUE, LLC",,,,,,,,,,,,,,1004822,244144,,2025150003,,2020,2020,8,,,,0.145990735944762,104.617448516752,590.803547368961
2656,Bronx,Bronx,600100,1149 NELSON AVENUE,,2025140064,Bronx,600100,1149,NELSON AVENUE,,,04,,135900,272250,,1925,19,100,1600,,09,,,,,,,,S4,Primarily Four Family with Store or Office,,,,,,4135,,,,,,,,BRYANT CMT LLC,,,,,,,,,,,,,,1004628,244039,,2025140064,,2020,2020,8,,,,0.0390994283816723,73.266624116541,158.229772858539
2657,Bronx,Bronx,600100,122 WEST 167 STREET,,2025140062,Bronx,600100,122,WEST 167 STREET,,,04,,4500,245250,,1929,50,100,5000,,09,,,,,,,,S5,Primarily Five to Six Family with Store or Office,,,,,,5605,,,,,,,,167TH STREET HOUSING LLC,,,,,,,,,,,,,,1004597,244048,,2025140062,,2020,2020,8,,,,0.115350428378051,92.5007595690453,466.806621908306
2658,Bronx,Bronx,600100,128 WEST 167 STREET,,2025140061,Bronx,600100,128,WEST 167 STREET,,,01,,12900,28860,,1899,25,100,2500,,09,,,,,,,,A1,"Two Story Detatched (Small or Moderate Size, With or Without Attic)",,,,,,1608,,,,,,,,TML HOUSING  LLC,,,,,,,,,,,,,,1004562,244062,,2025140061,,2020,2020,8,,,,0.0586182878907349,77.517383967913,237.219794820713
2659,Bronx,Bronx,600100,1146 OGDEN AVENUE,,2025140050,Bronx,600100,1146,OGDEN AVENUE,,,03,,45900,972900,,1931,100,115,11500,,09,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,50400,,,,,,,,1146 ODGEN REALTY LLC,,,,,,,,,,,,,,1004425,243985,,2025140050,,2020,2020,8,,,,0.267903736347552,132.103044858661,1084.16795602305
2660,Bronx,Bronx,600100,1165 OGDEN AVENUE,,2025280035,Bronx,600100,1165,OGDEN AVENUE,,,07,,65250,369450,,1931,217,167,15600,,09,,,,,,,,G4,Gas Station - With Enclosed Lubrication Plant or Workshop,,,,,,2520,,,,,,,,1165 OGDEN HOLDING LLC,,,,,,,,,,,,,,1004411,244375,,2025280035,,2020,2020,8,,,,0.37002865785513,184.583762164968,1497.45285051309
2661,Bronx,Bronx,600100,1174 OGDEN AVENUE,,2025160007,Bronx,600100,1174,OGDEN AVENUE,,,07,,31500,99450,,1931,50,88,4372,,09,,,,,,,,G2,Garage - One Story (Semi-Fireproof or Fireproof),,,,,,1850,,,,,,,,1174 OGDEN LLC,,,,,,,,,,,,,,1004564,244343,,2025160007,,2020,2020,8,,,,0.108425666438321,87.4038248064803,438.78310457892
2662,Bronx,Bronx,600100,1181 NELSON AVENUE,,2025160051,Bronx,600100,1181,NELSON AVENUE,,,08,,67050,1617750,,1973,59,158,11116,,09,,,,,,,,P5,Community Center,,,,,,21417,,,,,,,,1181 NELSON LLC,,,,,,,,,,,,,,1004705,244349,,2025160051,,2020,2020,8,,,,0.246380106839074,141.008848380568,997.064917713306
2663,Bronx,Bronx,600100,1203 NELSON AVENUE,,2025160142,Bronx,600100,1203,NELSON AVENUE,,,02,,11040,43800,,1994,21,107,2229,,09,,,,,,,,C0,Three Families,,,,,,3000,,,,,,,,EXCELLAND PROPERTIES LLC,,,,,,,,,,,,,,1004829,244529,,2025160142,,2020,2020,8,,,,0.0513692772762898,80.3402737973135,207.8840896596
2664,Bronx,Bronx,600100,1199 NELSON AVENUE,,2025160144,Bronx,600100,1199,NELSON AVENUE,,,02,,10860,43800,,1994,21,104,2178,,09,,,,,,,,C0,Three Families,,,,,,3000,,,,,,,,GOOD RETURN REAL ESTATE LLC,,,,,,,,,,,,,,1004811,244491,,2025160144,,2020,2020,8,,,,0.0525440834271455,79.4034175765443,212.638361476265
2665,Bronx,Bronx,600100,1210 OGDEN AVENUE,,2025160117,Bronx,600100,1210,OGDEN AVENUE,,,02,,10500,43500,,1994,21,99,2079,,09,,,,,,,,C0,Three Families,,,,,,3000,,,,,,,,EXCELLAND REALTY LLC,,,,,,,,,,,,,,1004672,244576,,2025160117,,2020,2020,8,,,,0.0454464984498886,72.5343488736821,183.915454127524
2666,Bronx,Bronx,600100,1211 OGDEN AVENUE,,2025280070,Bronx,600100,1211,OGDEN AVENUE,,,01,,9180,28500,,1901,18,95,1710,,09,,,,,,,,B3,Converted (From One Family),,,,,,1368,,,,,,,,OGDEN 26 ASSETS LLC,,,,,,,,,,,,,,1004529,244652,,2025280070,,2020,2020,8,,,,0.0425765833016094,71.1158260040339,172.301319577967
2667,Bronx,Bronx,600100,1201 OGDEN AVENUE,,2025280029,Bronx,600100,1201,OGDEN AVENUE,,,03,,80100,920250,,1929,125,95,11875,,09,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,57290,,,,,,,,ELG1275 LLC,,,,,,,,,,,,,,1004480,244543,,2025280029,,2020,2020,8,,,,0.279903810233478,135.638673485985,1132.73053209758
2668,Bronx,Bronx,600100,1198 UNIVERSITY AVENUE,,2025280010,Bronx,600100,1198,UNIVERSITY AVENUE,,,02,,76050,159750,,1924,32,89,2814,,09,,,,,,,,C3,Four Families,,,,,,3055,,,,,,,,1198 MANAGER LLC,,,,,,,,,,,,,,1004373,244533,,2025280010,,2020,2020,8,,,,0.0663142351777399,74.5902714843739,268.364188525581
2669,Bronx,Bronx,600100,182 WEST 168 STREET,,2025280060,Bronx,600100,182,WEST 168 STREET,,,02,,7980,41820,,2006,20,63,1232,,09,,,,,,,,C0,Three Families,,,,,,3000,,,,,,,,SR168TH LLC,,,,,,,,,,,,,,1004342,244775,,2025280060,,2020,2020,8,,,,0.0291252750123876,51.2571848479002,117.865806238047
2670,Bronx,Bronx,600100,1201 UNIVERSITY AVENUE,,2025280046,Bronx,600100,1201,UNIVERSITY AVENUE,,,02,,70200,823050,,1927,119,157,7810,,09,,,,,,,,C1,Over Six Families Without Stores,,,,,,33425,,,,,,,,1201 MK REALTY GROUP LLC,,,,,,,,,,,,,,1004274,244649,,2025280046,,2020,2020,8,,,,0.191245410536259,134.094969381498,773.942717883185
2671,Bronx,Bronx,600100,1131 OGDEN AVENUE,,2025260090,Bronx,600100,1131,OGDEN AVENUE,,,03,,330750,8872200,,1947,369,107,48983,,09,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,475438,,,,,,,,HIGHBRIDGE PRESERVATION LLC,,,,,,,,,,,,,,1004214,243998,,2025260090,,2020,2020,8,,,,1.16747512699794,335.476627833005,4724.60421568385
2672,Bronx,Bronx,600100,237 WEST 167 STREET,,2025300007,Bronx,600100,237,WEST 167 STREET,,,03,,162900,1671750,,2018,50,150,7500,,09,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,24455,,,,,,,,W167 HOLDINGS LLC,,,,,,,,,,,,,,1004162,245079,,2025300007,,2020,2020,8,,,,0.167068160704332,120.715893968294,676.100859124882
2673,Bronx,Bronx,600100, DR M L KING JR BLVD,,2025330120,Bronx,600100,,DR M L KING JR BLVD,,,11,,36840,36840,,0,125,92,10891,,09,,,,,,,,V0,"Zoned Residential, Except Not Manhattan Below 110 St",,,,,,0,,,,,,,,"ROC-SEDGWICK, LLC",,,,,,,,,,,,,,1004416,245752,,2025330120,,2020,2020,8,,,,0.266273813608968,134.488663994074,1077.57189272039
2674,Bronx,Bronx,600100,1301 UNIVERSITY AVENUE,,2025330150,Bronx,600100,1301,UNIVERSITY AVENUE,,,11,,55620,55620,,0,58,502,15613,,09,,,,,,,,V3,"Zoned Primarily Residential, Except Not Manhattan below 110 St",,,,,,0,,,,,,,,"ROC-SEDGWICK, LLC",,,,,,,,,,,,,,1004290,245859,,2025330150,,2020,2020,8,,,,0.40539546774258,386.64755313477,1640.57725224591
2675,Bronx,Bronx,600100,1304 MERRIAM AVENUE,,2025310001,Bronx,600100,1304,MERRIAM AVENUE,,,04,,104850,2565450,,1929,100,213,23373,,09,,,,,,,,C7,Over Six Families with Stores,,,,,,112785,,,,,,,,"MERRIAM, LLC.",,,,,,,,,,,,,,1004756,245463,,2025310001,,2020,2020,8,,,,0.546016859538056,211.139164803963,2209.65183476026
2676,Bronx,Bronx,600100,1344 UNIVERSITY AVENUE,,2025320015,Bronx,600100,1344,UNIVERSITY AVENUE,,,02,,118350,1354950,,1926,175,100,17500,,09,,,,,,,,C1,Over Six Families Without Stores,,,,,,55000,,,,,,,,1344 UNIVERSITY LLC C,,,,,,,,,,,,,,1004579,245769,,2025320015,,2020,2020,8,,,,0.402215764810045,167.698257331559,1627.70945101206
2677,Bronx,Bronx,600100,1340 MERRIAM AVENUE,,2025310013,Bronx,600100,1340,MERRIAM AVENUE,,,04,,102150,1147050,,1928,140,166,25500,,09,,,,,,,,C7,Over Six Families with Stores,,,,,,97758,,,,,,,,1340 M LLC,,,,,,,,,,,,,,1004875,245755,,2025310013,,2020,2020,8,,,,0.568928741450797,201.646897569269,2302.37293122811
2678,Bronx,Bronx,600100,1354 MERRIAM AVENUE,,2025310018,Bronx,600100,1354,MERRIAM AVENUE,,,02,,67500,339300,,2008,103,42,3846,,09,,,,,,,,C1,Over Six Families Without Stores,,,,,,12000,,,,,,,,FT. INDEPENDENCE CONDOS LLC,,,,,,,,,,,,,,1004869,245874,,2025310018,,2020,2020,8,,,,0.0933754439742565,86.4222701244675,377.877015141671
2679,Bronx,Bronx,600100,190 WEST 170 STREET,,2025320026,Bronx,600100,190,WEST 170 STREET,,,03,,130050,1696950,,1929,150,91,14469,,09,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,72646,,,,,,,,190 W 170 REALTY LLC D,,,,,,,,,,,,,,1004744,245946,,2025320026,,2020,2020,8,,,,0.336563855785245,152.05311570655,1362.02560133223
2680,Bronx,Bronx,600100,1355 PLIMPTON AVENUE,,2025220121,Bronx,600100,1355,PLIMPTON AVENUE,,,02,,56250,171000,,2016,25,100,2500,,09,,,,,,,,C3,Four Families,,,,,,4868,,,,,,,,1355 PLIMPTON LLC,,,,,,,,,,,,,,1005295,245917,,2025220121,,2020,2020,8,,,,0.0584326462455815,78.8123316460541,236.468529736759
2681,Bronx,Bronx,600100,1360 PLIMPTON AVENUE,,2025210005,Bronx,600100,1360,PLIMPTON AVENUE,,,02,,90000,951750,,1926,100,100,10000,,09,,,,,,,,C1,Over Six Families Without Stores,,,,,,36667,,,,,,,,1360 PLIMPTON FUND LLC,,,,,,,,,,,,,,1005444,245876,,2025210005,,2020,2020,8,,,,0.231948024854538,122.552155580645,938.660354045583
2682,Bronx,Bronx,600100,136 WEST 170 STREET,,2025210056,Bronx,600100,136,WEST 170 STREET,,,02,,57600,752400,,1925,75,85,6375,,09,,,,,,,,C1,Over Six Families Without Stores,,,,,,24215,,,,,,,,136 W 170 LLC,,,,,,,,,,,,,,1005305,245641,,2025210056,,2020,2020,8,,,,0.152055799880542,99.5611543658249,615.347990309742
2683,Bronx,Bronx,600100,1320 PLIMPTON AVENUE,,2025210053,Bronx,600100,1320,PLIMPTON AVENUE,,,01,,9120,38580,,1935,25,85,2125,,09,,,,,,,,B1,Brick,,,,,,2688,,,,,,,,1320 PLIMPTON LLC,,,,,,,,,,,,,,1005255,245554,,2025210053,,2020,2020,8,,,,0.0513200052278693,69.440465702923,207.684692754005
2684,Bronx,Bronx,600100,141 WEST 169 STREET,,2025220040,Bronx,600100,141,WEST 169 STREET,,,01,,8640,43140,,2002,15,86,1986,,09,,,,,,,,B2,Frame,,,,,,2600,,,,,,,,"GRWW DEVELOPMENT, LLC",,,,,,,,,,,,,,1005063,245431,,2025220040,,2020,2020,8,,,,0.0418993214724371,62.2441757300829,169.560538194934
2685,Bronx,Bronx,600100,133 WEST 169 STREET,,2025210081,Bronx,600100,133,WEST 169 STREET,,,02,,9120,49800,,2007,20,70,1439,,09,,,,,,,,C0,Three Families,,,,,,3276,,,,,,,,"JENSER, LLC",,,,,,,,,,,,,,1005127,245400,,2025210081,,2020,2020,8,,,,0.0320622441074702,53.4848024403636,129.751298482872
2686,Bronx,Bronx,600100,100 WEST 169 STREET,,2025170023,Bronx,600100,100,WEST 169 STREET,,,02,,9600,41460,,2007,33,68,1703,,09,,,,,,,,C0,Three Families,,,,,,3255,,,,,,,,HILL PLAZA ENTERPRISES LLC,,,,,,,,,,,,,,1005358,245167,,2025170023,,2020,2020,8,,,,0.0386510296060207,57.4735945256346,156.415167393498
2687,Bronx,Bronx,600100,94 WEST 169 STREET,,2025170027,Bronx,600100,94,WEST 169 STREET,,,11,,16620,16620,,0,30,149,4478,,09,,,,,,,,V0,"Zoned Residential, Except Not Manhattan Below 110 St",,,,,,0,,,,,,,,VOUNO PARTNERS LLC,,,,,,,,,,,,,,1005417,245083,,2025170027,,2020,2020,8,,,,0.107724877769538,110.926559351376,435.947113453912
2688,Bronx,Bronx,600100,98 WEST 169 STREET,,2025170024,Bronx,600100,98,WEST 169 STREET,,,02,,13560,44940,,2007,36,67,2415,,09,,,,,,,,C0,Three Families,,,,,,3328,,,,,,,,HILL PLAZA ENTERPRISES LLC,,,,,,,,,,,,,,1005382,245148,,2025170024,,2020,2020,8,,,,0.0536441183348206,62.7299911341981,217.090044807254
2689,Bronx,Bronx,600100,1261 MERRIAM AVENUE,,2025290063,Bronx,600100,1261,MERRIAM AVENUE,,,03,,103500,1320300,,1930,122,125,15300,,09,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,72727,,,,,,,,THE MERRIAM TOWER LLC,,,,,,,,,,,,,,1004578,245048,,2025290063,,2020,2020,8,,,,0.419008463916084,176.232320530877,1695.66709323876
2690,Bronx,Bronx,600100,100 WEST 168 STREET,,2025150025,Bronx,600100,100,WEST 168 STREET,,,05,,180000,775350,,1929,151,68,11969,,09,,,,,,,,K1,One Story Store Building,,,,,,11250,,,,,,,,BLDG BEACON BRONX LLC,,,,,,,,,,,,,,1005101,244632,,2025150025,,2020,2020,8,,,,0.319403078789413,152.919643861766,1292.57840073327
2691,Bronx,Bronx,600100,1223 WOODYCREST AVENUE,,2025150041,Bronx,600100,1223,WOODYCREST AVENUE,,,02,,11100,47940,,2007,25,90,2181,,09,,,,,,,,C0,Three Families,,,,,,3669,,,,,,,,SAMIR REALTY LLC,,,,,,,,,,,,,,1005161,244465,,2025150041,,2020,2020,8,,,,0.0466722380839288,68.7902823369674,188.875846437729
2692,Bronx,Bronx,600100,1210 NELSON AVENUE,,2025150014,Bronx,600100,1210,NELSON AVENUE,,,02,,40050,556200,,1926,75,125,8993,,09,,,,,,,,C1,Over Six Families Without Stores,,,,,,40625,,,,,,,,JERILISA REALTY GROUP LLC,,,,,,,,,,,,,,1004956,244389,,2025150014,,2020,2020,8,,,,0.213342508550102,122.959498220316,863.366500896905
2693,Bronx,Bronx,600100,1210 WOODYCREST AVENUE,,2025100010,Bronx,600100,1210,WOODYCREST AVENUE,,,04,,72450,791550,,1924,175,100,17500,,09,,,,,,,,D7,Semi- Fireproof With Stores,,,,,,36667,,,,,,,,1210 WOODYCREST A LLC,,,,,,,,,,,,,,1005199,244235,,2025100010,,2020,2020,8,,,,0.39700293414791,167.033822411056,1606.61387376811
2694,Bronx,Bronx,600100,1230 WOODYCREST AVENUE,,2025100017,Bronx,600100,1230,WOODYCREST AVENUE,,,03,,40050,887850,,1925,100,100,10000,,09,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,44743,,,,,,,,1230 WOODYCREST A LLC,,,,,,,,,,,,,,1005269,244354,,2025100017,,2020,2020,8,,,,0.225790595791672,120.914859832835,913.742122697052
2695,Bronx,Bronx,600100,1187 ANDERSON AVENUE,,2025100040,Bronx,600100,1187,ANDERSON AVENUE,,,03,,120600,2895300,,1929,251,100,28960,,09,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,137282,,,,,,,,ANDERSON A LLC,,,,,,,,,,,,,,1005337,244275,,2025100040,,2020,2020,8,,,,0.698073659908939,249.130459591076,2825.00387391076
2696,Bronx,Bronx,600100,1215 SHAKESPEARE AVENUE,,2025100039,Bronx,600100,1215,SHAKESPEARE AVENUE,,,01,,4080,28620,,1942,30,29,785,,09,,,,,,,,B1,Brick,,,,,,1173,,,,,,,,GS 1215 ASSETS LLC,,,,,,,,,,,,,,1005436,244369,,2025100039,,2020,2020,8,,,,0.0214364933913989,41.9627162688302,86.7504109547177
2697,Bronx,Bronx,600100,1220 SHAKESPEARE AVENUE,,2025060024,Bronx,600100,1220,SHAKESPEARE AVENUE,,,03,,50400,1319850,,1927,135,92,12467,,09,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,63990,,,,,,,,1220 SHAKESPEARE A LLC,,,,,,,,,,,,,,1005550,244380,,2025060024,,2020,2020,8,,,,0.284468040537814,138.008144685254,1151.201316818
2698,Bronx,Bronx,600100,1263 EDWARD L GRANT HWY,,2025060044,Bronx,600100,1263,EDWARD L GRANT HWY,,,05,,87300,5210100,,2002,173,92,16819,,09,,,,,,,,H3,Transient Occupancy - Midtown Manhattan Area,,,,,,40610,,,,,,,,1263 LLC,,,,,,,,,,,,,,1005643,244362,,2025060044,,2020,2020,8,,,,0.391000902543369,168.979416042261,1582.32451362183
2699,Bronx,Bronx,600100, EDWARD L GRANT HWY,,2025060040,Bronx,600100,,EDWARD L GRANT HWY,,,10,,334350,334350,,0,116,111,17635,,09,,,,,,,,G7,Unlicensed Parking Lot,,,,,,0,,,,,,,,1263 LLC,,,,,,,,,,,,,,1005627,244521,,2025060040,,2020,2020,8,,,,0.400309377097022,164.340177612503,1619.99457365203
2700,Bronx,Bronx,600100,1240 EDWARD L GRANT HWY,,2028710002,Bronx,600100,1240,EDWARD L GRANT HWY,,,05,,1170000,1994850,,1953,608,141,59050,,09,,,,,,,,K1,One Story Store Building,,,,,,26000,,,,,,,,"1240-50 PARKING, LLC.",,,,,,,,,,,,,,1005885,244458,,2028710002,,2020,2020,8,,,,1.37410542243658,407.028551028798,5560.80735384213
2701,Bronx,Bronx,600100,1275 EDWARD L GRANT HWY,,2025060104,Bronx,600100,1275,EDWARD L GRANT HWY,,,04,,68400,1051650,,1927,130,106,13125,,09,,,,,,,,D6,Fireproof - With Stores,,,,,,62911,,,,,,,,ELG1275 LLC,,,,,,,,,,,,,,1005688,244660,,2025060104,,2020,2020,8,,,,0.313349761774065,144.276230885695,1268.08149589288
2702,Bronx,Bronx,600100,1234 SHAKESPEARE AVENUE,,2025060033,Bronx,600100,1234,SHAKESPEARE AVENUE,,,02,,78300,845100,,1925,132,76,6970,,09,,,,,,,,C1,Over Six Families Without Stores,,,,,,31815,,,,,,,,1234 SHAKESPEARE REALTY LLC,,,,,,,,,,,,,,1005544,244565,,2025060033,,2020,2020,8,,,,0.170538030702063,116.737252392429,690.142924810094
2703,Bronx,Bronx,600100,1250 SHAKESPEARE AVENUE,,2025060079,Bronx,600100,1250,SHAKESPEARE AVENUE,,,08,,41850,188550,,1931,50,103,4998,,09,,,,,,,,I5,"Health Center, Child Center, Clinic",,,,,,2340,,,,,,,,1250 SHAKESPEARE REALTY LLC,,,,,,,,,,,,,,1005617,244747,,2025060079,,2020,2020,8,,,,0.112954233505071,92.2644607646498,457.109565297265
2704,Bronx,Bronx,600100,1262 SHAKESPEARE AVENUE,,2025060084,Bronx,600100,1262,SHAKESPEARE AVENUE,,,01,,11280,28140,,1910,25,100,2503,,09,,,,,,,,A2,One Story (Permanent Living Quaters),,,,,,1149,,,,,,,,2018 SHAKESPEARE GROUP LLC,,,,,,,,,,,,,,1005666,244848,,2025060084,,2020,2020,8,,,,0.0626219686422904,79.3943971210693,253.422115983384
2705,Bronx,Bronx,600100,1285 EDWARD L GRANT HWY,,2025060100,Bronx,600100,1285,EDWARD L GRANT HWY,,,04,,151650,1602900,,2018,50,100,5001,,09,,,,,,,,D7,Semi- Fireproof With Stores,,,,,,24558,,,,,,,,ELG HOLDING LLC,,,,,,,,,,,,,,1005751,244788,,2025060100,,2020,2020,8,,,,0.119651621624076,93.1233891842678,484.212933419966
2706,Bronx,Bronx,600100,1301 INWOOD AVENUE,,2028640008,Bronx,600100,1301,INWOOD AVENUE,,,06,,87300,404100,,1924,100,147,12224,,09,,,,,,,,E9,Miscellaneous,,,,,,12224,,,,,,,,CONCORD AVENUE LLC,,,,,,,,,,,,,,1006211,244813,,2028640008,,2020,2020,8,,,,0.291583119723691,138.480784816735,1179.99502071725
2707,Bronx,Bronx,600100,1323 INWOOD AVENUE,,2028640073,Bronx,600100,1323,INWOOD AVENUE,,,02,,2700,284850,,1910,27,127,3440,,09,,,,,,,,C2,Five to Six Families,,,,,,4536,,,,,,,,1323 INWOOD AVE LLC,,,,,,,,,,,,,,1006334,244934,,2028640073,,2020,2020,8,,,,0.0629374047908402,87.3893062116778,254.698640787
2708,Bronx,Bronx,600100,1325 INWOOD AVENUE,,2028640072,Bronx,600100,1325,INWOOD AVENUE,,,02,,11580,52200,,1930,31,89,2761,,09,,,,,,,,C0,Three Families,,,,,,4380,,,,,,,,1325 INWOOD AVENUE LLC,,,,,,,,,,,,,,1006350,244958,,2028640072,,2020,2020,8,,,,0.0649529379020456,74.1898580474768,262.855213902641
2709,Bronx,Bronx,600100,1337 INWOOD AVENUE,,2028640021,Bronx,600100,1337,INWOOD AVENUE,,,11,,15720,15720,,0,72,178,12696,,09,,,,,,,,V0,"Zoned Residential, Except Not Manhattan Below 110 St",,,,,,0,,,,,,,,1343 PARTNERS LLC,,,,,,,,,,,,,,1006351,245087,,2028640021,,2020,2020,8,,,,0.28455478551719,151.845899819013,1151.55236129489
2710,Bronx,Bronx,600100,1331 INWOOD AVENUE,,2028640070,Bronx,600100,1331,INWOOD AVENUE,,,02,,8340,30720,,1920,20,89,1772,,09,,,,,,,,C0,Three Families,,,,,,1550,,,,,,,,1331 INWOOD AVE LLC,,,,,,,,,,,,,,1006368,245006,,2028640070,,2020,2020,8,,,,0.039789587369426,66.7987229279773,161.022747190608
2711,Bronx,Bronx,600100,1349 EDWARD L GRANT HWY,,2025060129,Bronx,600100,1349,EDWARD L GRANT HWY,,,05,,11700,168300,,1931,61,16,1613,,09,,,,,,,,K2,Two Story or Store and Office,,,,,,3200,,,,,,,,562 W 182 ST LLC,,,,,,,,,,,,,,1005915,245375,,2025060129,,2020,2020,8,,,,0.0375215568592686,53.2101626884425,151.844353354378
2712,Bronx,Bronx,600100,1343 EDWARD L GRANT HWY,,2025060164,Bronx,600100,1343,EDWARD L GRANT HWY,,,04,,5220,11040,,1910,19,67,1145,,09,,,,,,,,S1,Primarliy One Family with Store or Office,,,,,,1836,,,,,,,,1343 EDWARD L GRANT LLC,,,,,,,,,,,,,,1005925,245307,,2025060164,,2020,2020,8,,,,0.0250569555080485,50.4236736787295,101.401901323537
2713,Bronx,Bronx,600100,1337 EDWARD L GRANT HWY,,2025060134,Bronx,600100,1337,EDWARD L GRANT HWY,,,03,,44100,587700,,1931,51,108,6065,,09,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,25800,,,,,,,,"ATM PROPERTIES, LLC",,,,,,,,,,,,,,1005903,245273,,2025060134,,2020,2020,8,,,,0.147509015830065,104.945921740987,596.947808073803
2714,Bronx,Bronx,600100,1325 EDWARD L GRANT HWY,,2025060138,Bronx,600100,1325,EDWARD L GRANT HWY,,,03,,90900,1146600,,1930,125,113,13047,,09,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,63692,,,,,,,,"ATM PROPERTIES, LLC",,,,,,,,,,,,,,1005895,245162,,2025060138,,2020,2020,8,,,,0.348522654697752,149.875168646462,1410.42114351549
2715,Bronx,Bronx,600100,1307 EDWARD L GRANT HWY,,2025060147,Bronx,600100,1307,EDWARD L GRANT HWY,,,04,,84600,1027350,,1929,139,83,11750,,09,,,,,,,,D7,Semi- Fireproof With Stores,,,,,,60000,,,,,,,,ELG1275 LLC,,,,,,,,,,,,,,1005879,245044,,2025060147,,2020,2020,8,,,,0.293702566766027,138.123357205863,1188.57211859246
2716,Bronx,Bronx,600100,67 WEST 169 STREET,,2025060148,Bronx,600100,67,WEST 169 STREET,,,02,,88200,188550,,1925,24,64,1578,,09,,,,,,,,C3,Four Families,,,,,,3000,,,,,,,,67 W 169TH ST LLC,,,,,,,,,,,,,,1005811,245044,,2025060148,,2020,2020,8,,,,0.0376370915876691,56.0107952830306,152.311905812016
2717,Bronx,Bronx,600100,1285 SHAKESPEARE AVENUE,,2025190026,Bronx,600100,1285,SHAKESPEARE AVENUE,,,04,,4080,7200,,1930,34,85,1326,,09,,,,,,,,S2,Primarily Two Family with Store or Office,,,,,,2697,,,,,,,,DOUBLE SALT LLC C/O EVAN ROBERTS,,,,,,,,,,,,,,1005631,245119,,2025190026,,2020,2020,8,,,,0.0337994733308217,62.8836681050441,136.781615722573
2718,Bronx,Bronx,600100,1305 SHAKESPEARE AVENUE,,2025190017,Bronx,600100,1305,SHAKESPEARE AVENUE,,,04,,6780,10560,,1899,19,105,1923,,09,,,,,,,,S2,Primarily Two Family with Store or Office,,,,,,921,,,,,,,,1305 SHAKESPEARE AVENUE LLC,,,,,,,,,,,,,,1005628,245355,,2025190017,,2020,2020,8,,,,0.042814786257826,74.149636831564,173.265292741166
2719,Bronx,Bronx,600100,80 WEST 170 STREET,,2025060121,Bronx,600100,80,WEST 170 STREET,,,03,,103950,1373400,,1937,114,100,11557,,09,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,51007,,,,,,,,80 WEST 170 REALTY LLC,,,,,,,,,,,,,,1005794,245363,,2025060121,,2020,2020,8,,,,0.280123576654287,134.588601460651,1133.61989524906
