OBJECTID,COUNTY_NAME,MUNI_NAME,SWIS,PARCEL_ADDR,PRINT_KEY,SBL,CITYTOWN_NAME,CITYTOWN_SWIS,LOC_ST_NBR,LOC_STREET,LOC_UNIT,LOC_ZIP,PROP_CLASS,ROLL_SECTION,LAND_AV,TOTAL_AV,FULL_MARKET_VAL,YR_BLT,FRONT,DEPTH,SQ_FT,ACRES,SCHOOL_CODE,SCHOOL_NAME,SEWER_TYPE,SEWER_DESC,WATER_SUPPLY,WATER_DESC,UTILITIES,UTILITIES_DESC,BLDG_STYLE,BLDG_STYLE_DESC,HEAT_TYPE,HEAT_TYPE_DESC,FUEL_TYPE,FUEL_TYPE_DESC,SQFT_LIVING,GFA,NBR_KITCHENS,NBR_FULL_BATHS,NBR_BEDROOMS,USED_AS_CODE,USED_AS_DESC,AG_DIST_CODE,AG_DIST_NAME,PRIMARY_OWNER,MAIL_ADDR,PO_BOX,MAIL_CITY,MAIL_STATE,MAIL_ZIP,ADD_OWNER,ADD_MAIL_ADDR,ADD_MAIL_PO_BOX,ADD_MAIL_CITY,ADD_MAIL_STATE,ADD_MAIL_ZIP,BOOK,PAGE,GRID_EAST,GRID_NORTH,MUNI_PARCEL_ID,SWIS_SBL_ID,SWIS_PRINT_KEY_ID,ROLL_YR,SPATIAL_YR,OWNER_TYPE,NYS_NAME,NYS_NAME_SOURCE,DUP_GEO,CALC_ACRES,Shape_Length,Shape_Area
7816,Bronx,Bronx,600100,314 EAST 201 STREET,,2032920097,Bronx,600100,314,EAST 201 STREET,,,03,,61200,650700,,1936,73,72,5436,,10,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,39200,,,,,,,,JSM REALTY LLC,,,,,,,,,,,,,,1016454,256496,,2032920097,,2020,2020,8,,,,0.127912585048704,92.1411772596098,517.643866310133
7817,Bronx,Bronx,600100,2995 MARION AVENUE,,2032810029,Bronx,600100,2995,MARION AVENUE,,,03,,180000,814050,,1937,78,122,9438,,10,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,46162,,,,,,,,2995 MARION AVENUE LLC,,,,,,,,,,,,,,1016699,256329,,2032810029,,2020,2020,8,,,,0.172965311040371,112.049135387801,699.965779836137
7818,Bronx,Bronx,600100,367 EAST 201 STREET,,2032810057,Bronx,600100,367,EAST 201 STREET,,,02,,82350,811800,,1928,77,122,7300,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,32000,,,,,,,,"DECATUR 201, LLC",,,,,,,,,,,,,,1016821,256066,,2032810057,,2020,2020,8,,,,0.17017878067002,111.519454461328,688.689091510671
7819,Bronx,Bronx,600100,354 EAST MOSHOLU PARKWAY,,2032810045,Bronx,600100,354,EAST MOSHOLU PARKWAY,,,02,,138600,915300,,1924,130,122,8800,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,50000,,,,,,,,"MOSHOLU PARTNERS, LLC",,,,,,,,,,,,,,1016846,256270,,2032810045,,2020,2020,8,,,,0.226625659274932,126.341483645556,917.121504717395
7820,Bronx,Bronx,600100,2997 MARION AVENUE,,2032810023,Bronx,600100,2997,MARION AVENUE,,,02,,14160,19020,,1925,25,113,2835,,10,,,,,,,,C0,Three Families,,,,,,2313,,,,,,,,NFW MARION LLC,,,,,,,,,,,,,,1016750,256399,,2032810023,,2020,2020,8,,,,0.0628667345617551,83.078266139647,254.412648516555
7821,Bronx,Bronx,600100,3008 PERRY AVENUE,,2032810015,Bronx,600100,3008,PERRY AVENUE,,,11,,19140,19140,,0,56,123,3080,,10,,,,,,,,V0,"Zoned Residential, Except Not Manhattan Below 110 St",,,,,,0,,,,,,,,GACI REALTY LLC,,,,,,,,,,,,,,1016801,256606,,2032810015,,2020,2020,8,,,,0.0713027003633061,89.3789919627112,288.551790899708
7822,Bronx,Bronx,600100,366 EAST MOSHOLU PARKWAY,,2032810050,Bronx,600100,366,EAST MOSHOLU PARKWAY,,,02,,125550,869400,,1934,117,50,7980,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,26750,,,,,,,,"MOSHOLU PARTNERS, LLC",,,,,,,,,,,,,,1016882,256159,,2032810050,,2020,2020,8,,,,0.178980802595662,115.927108265456,724.309610470562
7823,Bronx,Bronx,600100,385 E MOSHOLU PARKWAY N,,2033310001,Bronx,600100,385,E MOSHOLU PARKWAY N,,,02,,339300,1077750,,1922,130,151,15080,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,69336,,,,,,,,45 HC LLC,,,,,,,,,,,,,,1017537,256392,,2033310001,,2020,2020,8,,,,0.354646610898385,154.785215819519,1435.20391499653
7824,Bronx,Bronx,600100,3050 DECATUR AVENUE,,2033310010,Bronx,600100,3050,DECATUR AVENUE,,,03,,202500,1106100,,1928,75,120,9000,,10,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,44100,,,,,,,,3050 REALTY LLC,,,,,,,,,,,,,,1017658,256483,,2033310010,,2020,2020,8,,,,0.212774574876428,120.671590699213,861.068154862104
7825,Bronx,Bronx,600100,3060 DECATUR AVENUE,,2033310020,Bronx,600100,3060,DECATUR AVENUE,,,02,,292950,904950,,1926,108,120,13017,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,52800,,,,,,,,62 REALTY LLC,,,,,,,,,,,,,,1017754,256551,,2033310020,,2020,2020,8,,,,0.30480627573163,140.718228003038,1233.50723453237
7826,Bronx,Bronx,600100,3056 DECATUR AVENUE,,2033310019,Bronx,600100,3056,DECATUR AVENUE,,,01,,9900,44580,,1915,25,120,3000,,10,,,,,,,,B3,Converted (From One Family),,,,,,1984,,,,,,,,Z & M 3056 LLC,,,,,,,,,,,,,,1017700,256512,,2033310019,,2020,2020,8,,,,0.0699339124373128,89.5888589685882,283.012502690498
7827,Bronx,Bronx,600100,3041 WEBSTER AVENUE,,2033310075,Bronx,600100,3041,WEBSTER AVENUE,,,06,,83700,817200,,1930,126,120,15140,,10,,,,,,,,E1,Fireproof,,,,,,30240,,,,,,,,"3041 WEBSTER, LLC",,,,,,,,,,,,,,1017667,256340,,2033310075,,2020,2020,8,,,,0.34896703588586,150.349184250764,1412.21949038059
7828,Bronx,Bronx,600100,391 E MOSHOLU PARKWAY N,,2033310082,Bronx,600100,391,E MOSHOLU PARKWAY N,,,03,,195750,783450,,1927,81,132,8700,,10,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,36540,,,,,,,,47 HC LLC,,,,,,,,,,,,,,1017555,256287,,2033310082,,2020,2020,8,,,,0.200044050177075,118.771192136491,809.549549222003
7829,Bronx,Bronx,600100,3070 WEBSTER AVENUE,,2033300048,Bronx,600100,3070,WEBSTER AVENUE,,,05,,123750,1759950,,2010,50,110,5500,,10,,,,,,,,H3,Transient Occupancy - Midtown Manhattan Area,,,,,,12000,,,,,,,,MCSAM BRONX LLC,,,,,,,,,,,,,,1018035,256334,,2033300048,,2020,2020,8,,,,0.135206514337658,103.088949047618,547.16135089767
7830,Bronx,Bronx,600100,3071 WEBSTER AVENUE,,2033310064,Bronx,600100,3071,WEBSTER AVENUE,,,05,,121500,202500,,1925,50,120,6000,,10,,,,,,,,K9,Miscellaneous,,,,,,750,,,,,,,,"3071 WEBSTER REALTY, LLC",,,,,,,,,,,,,,1017875,256489,,2033310064,,2020,2020,8,,,,0.132415755255275,102.565003779508,535.867549581755
7831,Bronx,Bronx,600100,3077 WEBSTER AVENUE,,2033310062,Bronx,600100,3077,WEBSTER AVENUE,,,01,,10740,31800,,1915,17,120,1980,,10,,,,,,,,B3,Converted (From One Family),,,,,,1915,,,,,,,,"OMEGA CONSTRUCTION SOLUTIONS, LLC",,,,,,,,,,,,,,1017930,256527,,2033310062,,2020,2020,8,,,,0.0497456967129966,84.3173743090049,201.313692229753
7832,Bronx,Bronx,600100,372 EAST 204 STREET,,2033310045,Bronx,600100,372,EAST 204 STREET,,,04,,45000,189000,,1920,23,75,1725,,10,,,,,,,,K4,"Stores, Apartments Above",,,,,,3450,,,,,,,,"372 E 204 ST, LLC",,,,,,,,,,,,,,1018168,256749,,2033310045,,2020,2020,8,,,,0.0423249371355817,61.98371948904,171.282943674805
7833,Bronx,Bronx,600100,3100 DECATUR AVENUE,,2033310039,Bronx,600100,3100,DECATUR AVENUE,,,02,,8550,679050,,1926,25,120,3000,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,6000,,,,,,,,HIMAR LLC,,,,,,,,,,,,,,1018061,256769,,2033310039,,2020,2020,8,,,,0.0738031106657325,90.6078965921151,298.670592390718
7834,Bronx,Bronx,600100,3091 WEBSTER AVENUE,,2033310055,Bronx,600100,3091,WEBSTER AVENUE,,,02,,135000,940500,,1920,50,120,6000,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,21218,,,,,,,,LWP LLC,,,,,,,,,,,,,,1018059,256619,,2033310055,,2020,2020,8,,,,0.140800035275297,104.415546457487,569.797527027984
7835,Bronx,Bronx,600100,3070 DECATUR AVENUE,,2033310026,Bronx,600100,3070,DECATUR AVENUE,,,02,,229500,687150,,1923,85,120,10200,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,41650,,,,,,,,"62 REALTY, LLC",,,,,,,,,,,,,,1017833,256607,,2033310026,,2020,2020,8,,,,0.23650080926398,125.871934317854,957.084818872733
7836,Bronx,Bronx,600100,3070 HULL AVENUE,,2033320021,Bronx,600100,3070,HULL AVENUE,,,03,,98550,1435500,,1939,100,110,11000,,10,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,56000,,,,,,,,NYSANDY4 NBP20 LLC,,,,,,,,,,,,,,1017764,256907,,2033320021,,2020,2020,8,,,,0.257292954737511,129.229506032315,1041.22764631777
7837,Bronx,Bronx,600100,3060 HULL AVENUE,,2033320017,Bronx,600100,3060,HULL AVENUE,,,02,,58950,630900,,1926,91,110,10010,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,46655,,,,,,,,3060 REALTY LLC,,,,,,,,,,,,,,1017684,256850,,2033320017,,2020,2020,8,,,,0.243862695793183,126.127681463266,986.877316654421
7838,Bronx,Bronx,600100,3081 DECATUR AVENUE,,2033320063,Bronx,600100,3081,DECATUR AVENUE,,,01,,9780,43380,,1915,25,110,2750,,10,,,,,,,,B2,Frame,,,,,,2286,,,,,,,,V & S INFINITY ESTATES #2 LLC,,,,,,,,,,,,,,1017777,256780,,2033320063,,2020,2020,8,,,,0.0612314371913348,82.1175182383433,247.794834850535
7839,Bronx,Bronx,600100,3055 DECATUR AVENUE,,2033320072,Bronx,600100,3055,DECATUR AVENUE,,,03,,137250,1929150,,1937,150,110,16500,,10,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,55200,,,,,,,,ARBERIA LLC,,,,,,,,,,,,,,1017609,256661,,2033320072,,2020,2020,8,,,,0.377115444048641,157.966996891721,1526.13205673447
7840,Bronx,Bronx,600100,3038 HULL AVENUE,,2033320004,Bronx,600100,3038,HULL AVENUE,,,02,,23850,305100,,1915,40,105,4200,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,19000,,,,,,,,"VASZER REALTY, LLC",,,,,,,,,,,,,,1017506,256727,,2033320004,,2020,2020,8,,,,0.0994235626604904,89.5708798747179,402.352883090494
7841,Bronx,Bronx,600100,353 E MOSHOLU PARKWAY N,,2033320001,Bronx,600100,353,E MOSHOLU PARKWAY N,,,02,,90900,373500,,1915,70,66,15250,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,20093,,,,,,,,"VASZER REALTY, LLC",,,,,,,,,,,,,,1017448,256705,,2033320001,,2020,2020,8,,,,0.128945617524602,91.6909339495139,521.824400419772
7842,Bronx,Bronx,600100,359 E MOSHOLU PARKWAY N,,2033320087,Bronx,600100,359,E MOSHOLU PARKWAY N,,,02,,29700,401850,,1923,49,113,5047,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,18400,,,,,,,,"VASZER REALTY, LLC",,,,,,,,,,,,,,1017469,256654,,2033320087,,2020,2020,8,,,,0.0957959588501736,89.9014173076204,387.672491312791
7843,Bronx,Bronx,600100,375 E MOSHOLU PARKWAY N,,2033320081,Bronx,600100,375,E MOSHOLU PARKWAY N,,,02,,185850,1424700,,1937,120,150,16500,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,62118,,,,,,,,53 HC LLC,,,,,,,,,,,,,,1017498,256578,,2033320081,,2020,2020,8,,,,0.324779444562521,148.384598533162,1314.33578109134
7844,Bronx,Bronx,600100,333 E MOSHOLU PARKWAY N,,2033330063,Bronx,600100,333,E MOSHOLU PARKWAY N,,,02,,322650,1179000,,1923,120,150,17925,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,61310,,,,,,,,333 EAST MOSHOLU LLC,,,,,,,,,,,,,,1017433,256874,,2033330063,,2020,2020,8,,,,0.323077755552832,147.7259010446,1307.44928999356
7845,Bronx,Bronx,600100,323 E MOSHOLU PARKWAY N,,2033330001,Bronx,600100,323,E MOSHOLU PARKWAY N,,,02,,409500,2254500,,1923,120,181,18207,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,61620,,,,,,,,323 EAST MOSHOLU LLC D,,,,,,,,,,,,,,1017418,257002,,2033330001,,2020,2020,8,,,,0.400834367876915,165.484717226685,1622.11913596134
7846,Bronx,Bronx,600100,3061 HULL AVENUE,,2033330055,Bronx,600100,3061,HULL AVENUE,,,01,,10440,44880,,1925,26,110,2860,,10,,,,,,,,B3,Converted (From One Family),,,,,,1968,,,,,,,,SHPIA LLC,,,,,,,,,,,,,,1017592,256992,,2033330055,,2020,2020,8,,,,0.0778873330268051,87.2730321089676,315.198853883134
7847,Bronx,Bronx,600100,3053 HULL AVENUE,,2033330059,Bronx,600100,3053,HULL AVENUE,,,02,,12600,784350,,1911,28,110,3053,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,8900,,,,,,,,3053 HULL REALTY LLC,,,,,,,,,,,,,,1017539,256952,,2033330059,,2020,2020,8,,,,0.0654762301203336,84.3421317041796,264.972902377012
7848,Bronx,Bronx,600100,3047 HULL AVENUE,,2033330062,Bronx,600100,3047,HULL AVENUE,,,02,,12600,784350,,1911,27,110,2970,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,8900,,,,,,,,3047 HULL AVE LLC,,,,,,,,,,,,,,1017494,256922,,2033330062,,2020,2020,8,,,,0.0763395755567029,86.8450735852785,308.935301624933
7849,Bronx,Bronx,600100,3055 HULL AVENUE,,2033330057,Bronx,600100,3055,HULL AVENUE,,,02,,8550,589950,,1927,40,110,4400,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,6030,,,,,,,,BRONKS LLC,,,,,,,,,,,,,,1017565,256972,,2033330057,,2020,2020,8,,,,0.101507229085348,92.8240481473669,410.78518194407
7850,Bronx,Bronx,600100,3050 PERRY AVENUE,,2033330009,Bronx,600100,3050,PERRY AVENUE,,,03,,70200,954000,,1927,88,110,9185,,10,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,36810,,,,,,,,3050 PERRY AVE. BRONX LLC,,,,,,,,,,,,,,1017544,257098,,2033330009,,2020,2020,8,,,,0.22568643179749,122.197175211664,913.320585968212
7851,Bronx,Bronx,600100,3063 HULL AVENUE,,2033330052,Bronx,600100,3063,HULL AVENUE,,,02,,114750,656100,,1925,50,110,5100,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,22160,,,,,,,,"HULLOFA, LLC",,,,,,,,,,,,,,1017626,257015,,2033330052,,2020,2020,8,,,,0.130152946950423,99.5406730322866,526.710289260607
7852,Bronx,Bronx,600100,3073 HULL AVENUE,,2033330046,Bronx,600100,3073,HULL AVENUE,,,01,,9480,46380,,1915,25,110,2750,,10,,,,,,,,B2,Frame,,,,,,2346,,,,,,,,3073 HULL LLC,,,,,,,,,,,,,,1017719,257081,,2033330046,,2020,2020,8,,,,0.0659978823430379,84.5467247664833,267.083954024723
7853,Bronx,Bronx,600100,3071 HULL AVENUE,,2033330047,Bronx,600100,3071,HULL AVENUE,,,01,,9780,37140,,1915,25,110,2750,,10,,,,,,,,B2,Frame,,,,,,2456,,,,,,,,3071 HULL AVENUE REALTY LLC,,,,,,,,,,,,,,1017698,257066,,2033330047,,2020,2020,8,,,,0.0669444771111887,84.7565331788084,270.914687141624
7854,Bronx,Bronx,600100,3065 PERRY AVENUE,,2033340038,Bronx,600100,3065,PERRY AVENUE,,,11,,23280,23280,,0,50,100,5000,,10,,,,,,,,V0,"Zoned Residential, Except Not Manhattan Below 110 St",,,,,,0,,,,,,,,3065 PERRY LLC,,,,,,,,,,,,,,1017566,257312,,2033340038,,2020,2020,8,,,,0.114910313941509,91.795661103926,465.025541974196
7855,Bronx,Bronx,600100,309 E MOSHOLU PARKWAY N,,2033340053,Bronx,600100,309,E MOSHOLU PARKWAY N,,,03,,302850,1072350,,1924,207,130,26900,,10,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,75600,,,,,,,,BPS 309 REALTY LLC,,,,,,,,,,,,,,1017352,257178,,2033340053,,2020,2020,8,,,,0.317633810379028,170.757801654062,1285.41842550375
7856,Bronx,Bronx,600100,3050 BAINBRIDGE AVENUE,,2033340010,Bronx,600100,3050,BAINBRIDGE AVENUE,,,02,,225000,881550,,1922,100,100,10000,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,45500,,,,,,,,JANA ASSOCIATES LLC,,,,,,,,,,,,,,1017468,257367,,2033340010,,2020,2020,8,,,,0.235492543379671,123.493575747231,953.00451160333
7857,Bronx,Bronx,600100,3015 PERRY AVENUE,,2032990026,Bronx,600100,3015,PERRY AVENUE,,,03,,130500,667800,,1942,92,125,11590,,10,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,40196,,,,,,,,"SUKA REALTY, LLC",,,,,,,,,,,,,,1016631,256669,,2032990026,,2020,2020,8,,,,0.2424104216151,131.572202170996,981.000171569761
7858,Bronx,Bronx,600100,316 MOSHOLU PARKWAY,,2032990021,Bronx,600100,316,MOSHOLU PARKWAY,,,03,,179550,1291500,,1950,98,116,11400,,10,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,65856,,,,,,,,316 MOSHOLU REALTY LLC,,,,,,,,,,,,,,1016720,256733,,2032990021,,2020,2020,8,,,,0.304974839930699,164.674396803141,1234.18938964396
7859,Bronx,Bronx,600100,2982 BAINBRIDGE AVENUE,,2032920087,Bronx,600100,2982,BAINBRIDGE AVENUE,,,01,,7140,41160,,1910,16,95,1574,,10,,,,,,,,B2,Frame,,,,,,1888,,,,,,,,"2982 BAINBRIDGE AVENUE, LLC",,,,,,,,,,,,,,1016351,256613,,2032920087,,2020,2020,8,,,,0.038899809908405,69.7315262504786,157.421945557968
7860,Bronx,Bronx,600100,300 EAST 201 STREET,,2032920090,Bronx,600100,300,EAST 201 STREET,,,02,,16200,891000,,1928,42,100,4200,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,12432,,,,,,,,"301 EAST 201 STREET, LLC",,,,,,,,,,,,,,1016400,256668,,2032920090,,2020,2020,8,,,,0.0635814116081672,77.8469165315457,257.304843911769
7861,Bronx,Bronx,600100,275 EAST 201 STREET,,2032990041,Bronx,600100,275,EAST 201 STREET,,,03,,170100,1597050,,1940,126,100,12600,,10,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,68040,,,,,,,,NYSANDY5 NBP30 LLC,,,,,,,,,,,,,,1016318,256968,,2032990041,,2020,2020,8,,,,0.307782424929191,142.695362753292,1245.55128302654
7862,Bronx,Bronx,600100,3029 BRIGGS AVENUE,,2033080065,Bronx,600100,3029,BRIGGS AVENUE,,,04,,122400,1308600,,1922,119,115,9057,,10,,,,,,,,C7,Over Six Families with Stores,,,,,,41900,,,,,,,,DECABRIGGS LLC,,,,,,,,,,,,,,1016496,257354,,2033080065,,2020,2020,8,,,,0.219056290040368,123.849411127426,886.489354216982
7863,Bronx,Bronx,600100,268 EAST 202 STREET,,2033070026,Bronx,600100,268,EAST 202 STREET,,,02,,9120,52680,,1930,25,100,2500,,10,,,,,,,,C0,Three Families,,,,,,4274,,,,,,,,CONQUEST REALTY LLC,,,,,,,,,,,,,,1016243,257166,,2033070026,,2020,2020,8,,,,0.061900902220281,77.9320019854055,250.504063702498
7864,Bronx,Bronx,600100,270 EAST 202 STREET,,2033070027,Bronx,600100,270,EAST 202 STREET,,,10,,89100,89100,,0,25,100,2500,,10,,,,,,,,G7,Unlicensed Parking Lot,,,,,,0,,,,,,,,CONQUEST REALTY LLC,,,,,,,,,,,,,,1016268,257158,,2033070027,,2020,2020,8,,,,0.059223014041001,77.2293353290502,239.66703472571
7865,Bronx,Bronx,600100,EAST 202 STREET,,2033070029,Bronx,600100,,EAST 202 STREET,,,10,,171000,171000,,0,74,115,4790,,10,,,,,,,,G7,Unlicensed Parking Lot,,,,,,0,,,,,,,,CONQUEST REALTY LLC,,,,,,,,,,,,,,1016308,257156,,2033070029,,2020,2020,8,,,,0.108161539177868,94.7282884979927,437.714219478625
7866,Bronx,Bronx,600100,3021 BRIGGS AVENUE,,2033080077,Bronx,600100,3021,BRIGGS AVENUE,,,02,,180000,761850,,1927,54,115,8330,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,37000,,,,,,,,3021 BRIGGS REALTY LLC,,,,,,,,,,,,,,1016414,257275,,2033080077,,2020,2020,8,,,,0.202602650893951,119.594280889686,819.903838965453
7867,Bronx,Bronx,600100,261 EAST 202ND STREET,,2033080092,Bronx,600100,261,EAST 202ND STREET,,,11,,92580,92580,,0,202,100,20200,,10,,,,,,,,V0,"Zoned Residential, Except Not Manhattan Below 110 St",,,,,,0,,,,,,,,WALNUT 202 LLC,,,,,,,,,,,,,,1016273,257313,,2033080092,,2020,2020,8,,,,0.469220040945197,184.65562406689,1898.86613621786
7868,Bronx,Bronx,600100,270 EAST 203RD STREET,,2033080059,Bronx,600100,270,EAST 203RD STREET,,,11,,73080,73080,,0,200,100,20000,,10,,,,,,,,V0,"Zoned Residential, Except Not Manhattan Below 110 St",,,,,,0,,,,,,,,BOLIVAR VENTURES II LLC,,,,,,,,,,,,,,1016328,257402,,2033080059,,2020,2020,8,,,,0.455185273483753,181.536422604749,1842.06944737963
7869,Bronx,Bronx,600100,208 EAST MOSHOLU PARKWAY,,2033090068,Bronx,600100,208,EAST MOSHOLU PARKWAY,,,11,,12240,12240,,0,32,90,2190,,10,,,,,,,,V0,"Zoned Residential, Except Not Manhattan Below 110 St",,,,,,0,,,,,,,,208 ROSS LLC,,,,,,,,,,,,,,1016461,257581,,2033090068,,2020,2020,8,,,,0.054541100674215,70.8446613769361,220.720003548212
7870,Bronx,Bronx,600100,260 EAST 204 STREET,,2033090058,Bronx,600100,260,EAST 204 STREET,,,05,,217350,805950,,1950,100,68,6893,,10,,,,,,,,K1,One Story Store Building,,,,,,6893,,,,,,,,"IRVSAN REALTY, LLC",,,,,,,,,,,,,,1016317,257679,,2033090058,,2020,2020,8,,,,0.164697349341612,104.846628235455,666.506525935358
7871,Bronx,Bronx,600100,265 EAST 203 STREET,,2033090088,Bronx,600100,265,EAST 203 STREET,,,11,,11100,11100,,0,25,126,3152,,10,,,,,,,,V0,"Zoned Residential, Except Not Manhattan Below 110 St",,,,,,0,,,,,,,,203 STREET NORTH LLC,,,,,,,,,,,,,,1016323,257573,,2033090088,,2020,2020,8,,,,0.0724652772545191,93.0006014552426,293.256572658447
7872,Bronx,Bronx,600100,263 EAST 203 STREET,,2033090089,Bronx,600100,263,EAST 203 STREET,,,11,,12240,12240,,0,25,126,3154,,10,,,,,,,,V0,"Zoned Residential, Except Not Manhattan Below 110 St",,,,,,0,,,,,,,,203 STREET NORTH LLC,,,,,,,,,,,,,,1016298,257581,,2033090089,,2020,2020,8,,,,0.0762558291313744,93.7877374502154,308.59639186574
7873,Bronx,Bronx,600100,253 EAST 204 STREET,,2033110144,Bronx,600100,253,EAST 204 STREET,,,05,,69300,150750,,1931,49,125,6177,,10,,,,,,,,K2,Two Story or Store and Office,,,,,,1596,,,,,,,,"CZERNY 204 BRONX, LLC",,,,,,,,,,,,,,1016315,257862,,2033110144,,2020,2020,8,,,,0.142407509029211,106.58293873392,576.302742512849
7874,Bronx,Bronx,600100,243 EAST 204 STREET,,2033110146,Bronx,600100,243,EAST 204 STREET,,,05,,120600,462150,,1931,76,101,7663,,10,,,,,,,,K1,One Story Store Building,,,,,,7600,,,,,,,,"JRW REALTY, LLC",,,,,,,,,,,,,,1016228,257879,,2033110146,,2020,2020,8,,,,0.173096828558744,106.290655559049,700.498012350025
7875,Bronx,Bronx,600100,170 EAST MOSHOLU PARKWAY,,2033120080,Bronx,600100,170,EAST MOSHOLU PARKWAY,,,03,,132750,1320300,,2012,94,93,4198,,10,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,27163,,,,,,,,170 EAST MOSHOLU LLC,,,,,,,,,,,,,,1016427,258082,,2033120080,,2020,2020,8,,,,0.0991211872096754,97.5182744194668,401.129213055388
7876,Bronx,Bronx,600100,214 LISBON PLACE,,2033110127,Bronx,600100,214,LISBON PLACE,,,04,,16080,51060,,1920,46,130,6875,,10,,,,,,,,S1,Primarliy One Family with Store or Office,,,,,,6592,,,,,,,,M176 LLC,,,,,,,,,,,,,,1016420,257927,,2033110127,,2020,2020,8,,,,0.210137425408221,135.035626125223,850.395989599859
7877,Bronx,Bronx,600100,211 EAST 205 STREET,,2033120039,Bronx,600100,211,EAST 205 STREET,,,02,,221850,436050,,1925,26,122,3244,,10,,,,,,,,C2,Five to Six Families,,,,,,6084,,,,,,,,AGON REALTY LLC,,,,,,,,,,,,,,1016353,258193,,2033120039,,2020,2020,8,,,,0.0696986600559413,87.8600807635021,282.060470080061
7878,Bronx,Bronx,600100,215 EAST 205 STREET,,2033120037,Bronx,600100,215,EAST 205 STREET,,,01,,12120,36480,,1910,26,136,3132,,10,,,,,,,,A1,"Two Story Detatched (Small or Moderate Size, With or Without Attic)",,,,,,2134,,,,,,,,215 E 205 LLC,,,,,,,,,,,,,,1016363,258215,,2033120037,,2020,2020,8,,,,0.0703533165560151,94.8212651445326,284.70977094185
7879,Bronx,Bronx,600100,116 E MOSHOLU PARKWAY S,,2033130040,Bronx,600100,116,E MOSHOLU PARKWAY S,,,03,,360000,1715400,,1936,224,116,26680,,10,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,83215,,,,,,,,116 MOSHOLU LLC,,,,,,,,,,,,,,1016400,258474,,2033130040,,2020,2020,8,,,,0.349033756388574,169.1419541231,1412.4894986755
7880,Bronx,Bronx,600100,186 ST GEORGES CRESCENT,,2033130012,Bronx,600100,186,ST GEORGES CRESCENT,,,03,,204300,2957850,,2018,75,118,6867,,10,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,43250,,,,,,,,ST GEORGE GARDENS LLC,,,,,,,,,,,,,,1016216,258613,,2033130012,,2020,2020,8,,,,0.157260432456521,134.821937108677,636.410391076072
7881,Bronx,Bronx,600100,187 ST GEORGES CRESCENT,,2033130075,Bronx,600100,187,ST GEORGES CRESCENT,,,02,,9450,520650,,2004,52,58,3023,,10,,,,,,,,C1,Over Six Families Without Stores,,,,,,7263,,,,,,,,CONCOURSE HEIGHTS LLC,,,,,,,,,,,,,,1016100,258550,,2033130075,,2020,2020,8,,,,0.0879799035647345,77.43219265979,356.042037783079
7882,Bronx,Bronx,600100,172 EAST 206 STREET,,2033120013,Bronx,600100,172,EAST 206 STREET,,,02,,11160,41700,,1915,25,95,2375,,10,,,,,,,,C0,Three Families,,,,,,3024,,,,,,,,172 LLC,,,,,,,,,,,,,,1016102,258335,,2033120013,,2020,2020,8,,,,0.0600195908011039,75.94305612074,242.890666503267
